Utility_Number,Utility_Name,State_FIPS,State_Name,NERC_Region_Code,NERC_Region_Long_Name,NERC_Region_Short_Name
3764,"Clearwater-Polk Elec Coop Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
3774,"City of Clewiston",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
3804,"Clinton Combined Utility Sys",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
3806,"Clinton County Elec Coop, Inc",17000,Illinois,5,Reliability First Corporation,RFC
3812,"City of Clinton - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
3814,"City of Clintonville - (WI)",55000,Wisconsin,3,Midwest Reliability Organization,MRO
3824,"Clyde Light & Power",39000,Ohio,5,Reliability First Corporation,RFC
3828,"Cloverland Electric Co-op",26000,Michigan,5,Reliability First Corporation,RFC
3839,"Coahoma Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
3841,"Coast Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
3843,"Coastal Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
3844,"Coastal Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
3850,"Codington-Clark Elec Coop, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
3855,"Columbia Power System",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
3881,"City of Cody",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
3892,"City of Coffeyville - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
3913,"City of Colby - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
3915,"Coldwater Board of Public Util",26000,Michigan,5,Reliability First Corporation,RFC
3916,"Cobb Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
3931,"Coles-Moultrie Electric Coop",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
3938,"Coleman County Elec Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
3939,"City of College Park - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
3940,"City of College Station - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
3989,"City of Colorado Springs - (CO)",8000,Colorado,8,Western Electricity Coordinating Council,WECC
3991,"CMS Energy Resource Management Corp",26000,Michigan,5,Reliability First Corporation,RFC
4003,"City of Colton - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
4005,"Columbia Basin Elec Cooperative, Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
4007,"City of Columbia City - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
4008,"Columbia Power Coop Assn Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
4040,"Calhoun County Elec Coop Assn",19000,Iowa,3,Midwest Reliability Organization,MRO
4041,"Columbia Rural Elec Assn, Inc",53000,Washington,8,Western Electricity Coordinating Council,WECC
4045,"City of Columbia - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4063,"Co-Mo Electric Coop Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4065,"City of Columbus - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
4068,"City of Columbus - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
4071,"Columbus Electric Coop, Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
4073,"City of Columbus - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
4100,"Commerce Energy, Inc.",6000,California,8,Western Electricity Coordinating Council,WECC
4110,"Commonwealth Edison Co",17000,Illinois,5,Reliability First Corporation,RFC
4117,"Community Electric Coop",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
4146,"Concho Valley Elec Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
4147,"Town of Concord - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
4150,"City of Concord - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
4153,"Concordia Electric Coop, Inc",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
4160,"Callaway Electric Cooperative",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4166,"CECG Maine, LLC",24000,Maryland,5,Reliability First Corporation,RFC
4176,"Connecticut Light & Power Co",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
4180,"Connecticut Mun Elec Engy Coop",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
4191,"Consolidated Edison Sol Inc",36000,New York,-9999,Missing,Missing
4226,"Consolidated Edison Co-NY Inc",36000,New York,4,Northeast Power Coordinating Council,NPCC
4237,"Consolidated Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4247,"Consolidated Water Power Co",55000,Wisconsin,5,Reliability First Corporation,RFC
4254,"Consumers Energy Co",26000,Michigan,5,Reliability First Corporation,RFC
4262,"Cooke County Elec Coop Assn",48000,Texas,9,Texas Reliability Entity,TRE
4265,"Continental Divide El Coop Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
4280,"Conway Corporation",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
4294,"City of Cookeville - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
4295,"Comanche County Elec Coop Assn",48000,Texas,9,Texas Reliability Entity,TRE
4296,"Cookson Hills Elec Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
4317,"Coos-Curry Electric Coop, Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
4327,"Coosa Valley Electric Coop Inc",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
4329,"Copper Valley Elec Assn, Inc",2000,Alaska,1,Alaska,AK
4346,"Cooperative L&P Assn Lake County",27000,Minnesota,3,Midwest Reliability Organization,MRO
4356,"Colorado River Comm of Nevada",32000,Nevada,8,Western Electricity Coordinating Council,WECC
4362,"Corn Belt Energy Corporation",17000,Illinois,5,Reliability First Corporation,RFC
4363,"Corn Belt Power Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
4373,"Cornhusker Public Power Dist",31000,Nebraska,3,Midwest Reliability Organization,MRO
4390,"City of Corona - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
4401,"Cotton Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
4410,"Coral Power LLC",48000,Texas,9,Texas Reliability Entity,TRE
4430,"Covington Electric Coop, Inc",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
4432,"Coweta-Fayette El Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
4433,"City of Covington - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
4437,"City of Covington - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
4442,"PUD No 1 of Cowlitz County",53000,Washington,8,Western Electricity Coordinating Council,WECC
4459,"Cozad Board of Public Works",31000,Nebraska,3,Midwest Reliability Organization,MRO
4471,"Craig-Botetourt Electric Coop",51000,Virginia,5,Reliability First Corporation,RFC
4508,"Crawfordsville Elec, Lgt & Pwr",18000,Indiana,5,Reliability First Corporation,RFC
4509,"Craighead Electric Coop Corp",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
4524,"Crawford Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4527,"City of Crete",31000,Nebraska,3,Midwest Reliability Organization,MRO
4538,"Crisp County Power Comm",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
4577,"Crow Wing Cooperative Power & Light Comp",27000,Minnesota,3,Midwest Reliability Organization,MRO
4604,"City of Crystal Falls",26000,Michigan,11,Midcontinent Independent System Operator,MISO
4607,"City of Cuba City",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
4610,"City of Cuero - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
4617,"Cullman Power Board",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
4618,"Cullman Electric Coop, Inc",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
4619,"Town of Culpeper- (VA)",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
4622,"Cumberland Valley Electric, Inc.",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
4624,"Cumberland Elec Member Corp",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
4632,"Cuming County Public Pwr Dist",31000,Nebraska,7,Southwest Power Pool,SPP
4667,"City of Cushing - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
4671,"Custer Public Power District",31000,Nebraska,3,Midwest Reliability Organization,MRO
4675,"Cuivre River Electric Coop Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
4683,"City of Cuyahoga Falls - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
4704,"DS&O Electric Cooperative, Inc.",20000,Kansas,7,Southwest Power Pool,SPP
4715,"Dahlberg Light & Power Co",55000,Wisconsin,3,Midwest Reliability Organization,MRO
4716,"Dairyland Power Coop",55000,Wisconsin,3,Midwest Reliability Organization,MRO
4717,"Dakota Valley Elec Coop Inc",38000,North Dakota,3,Midwest Reliability Organization,MRO
4720,"Dakota Energy Coop Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
4743,"Consumers Power, Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
4744,"Dalton Utilities",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
4794,"City of Danville - (VA)",51000,Virginia,5,Reliability First Corporation,RFC
4796,"Darke Rural Electric Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
4836,"City of David City",31000,Nebraska,3,Midwest Reliability Organization,MRO
4848,"Daviess Martin County R E M C",18000,Indiana,5,Reliability First Corporation,RFC
4911,"Dawson Power District",31000,Nebraska,3,Midwest Reliability Organization,MRO
4920,"City of Dayton - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
4922,"Dayton Power & Light Co",39000,Ohio,5,Reliability First Corporation,RFC
4939,"Deaf Smith Electric Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
4958,"Decatur Utilities",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
4960,"Decatur County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
4975,"Deep East Texas Elec Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
5015,"Delano Municipal Utilities",27000,Minnesota,3,Midwest Reliability Organization,MRO
5027,"Delmarva Power",10000,Delaware,5,Reliability First Corporation,RFC
5056,"City of Denison - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
5063,"City of Denton - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
5070,"Delaware Electric Cooperative",10000,Delaware,5,Reliability First Corporation,RFC
5078,"Denton County Elec Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
5086,"Delta Montrose Electric Assn",8000,Colorado,8,Western Electricity Coordinating Council,WECC
5109,"DTE Electric Company",26000,Michigan,5,Reliability First Corporation,RFC
5111,"City of Detroit Lakes - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
5148,"City of Dickson",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
5175,"Dixie Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
5202,"Dixie Electric Membership Corp",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
5204,"Dixie Electric Coop",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
5309,"City of Dothan - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
5325,"City of Douglas",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
5326,"PUD No 1 of Douglas County",53000,Washington,8,Western Electricity Coordinating Council,WECC
5327,"Douglas Electric Coop - (OR)",41000,Oregon,8,Western Electricity Coordinating Council,WECC
5328,"Douglas Electric Coop, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
5335,"City of Dover - (DE)",10000,Delaware,5,Reliability First Corporation,RFC
5336,"City of Dover - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
5394,"Dubois Rural Electric Coop Inc",18000,Indiana,5,Reliability First Corporation,RFC
5399,"Duck River Elec Member Corp",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
5416,"Duke Energy Carolinas, LLC",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
5417,"Dunn County Electric Coop",55000,Wisconsin,3,Midwest Reliability Organization,MRO
5429,"City of Duncan - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
5470,"ConocoPhillips Company",48000,Texas,-9999,Missing,Missing
5480,"Town of Danvers",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
5487,"Duquesne Light Co",42000,Pennsylvania,5,Reliability First Corporation,RFC
5509,"City of Dyersburg",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
5535,"Egyptian Electric Coop Assn",17000,Illinois,5,Reliability First Corporation,RFC
5551,"City of Eagle River - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
5552,"East River Elec Pwr Coop, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
5574,"East Central Energy",27000,Minnesota,3,Midwest Reliability Organization,MRO
5575,"City of East Grand Forks - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
5578,"East Mississippi Elec Pwr Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
5580,"East Kentucky Power Coop, Inc",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
5582,"City of East Point - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
5585,"Eastern Illinois Elec Coop",17000,Illinois,5,Reliability First Corporation,RFC
5588,"East-Central Iowa Rural Elec Coop",19000,Iowa,5,Reliability First Corporation,RFC
5598,"East Central Oklahoma Elec Coop Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
5605,"Eastern Iowa Light & Power Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
5609,"Eastern Maine Electric Coop",23000,Maine,4,Northeast Power Coordinating Council,NPCC
5625,"Easton Utilities Comm",24000,Maryland,5,Reliability First Corporation,RFC
5632,"Eau Claire Electric Coop",55000,Wisconsin,3,Midwest Reliability Organization,MRO
5644,"Edisto Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
5656,"Edgecombe-Martin County E M C",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
5661,"City of Edmond - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
5701,"El Paso Electric Co",48000,Texas,8,Western Electricity Coordinating Council,WECC
5703,"Empire Natural Gas Corporation",36000,New York,5,Reliability First Corporation,RFC
5729,"Electrical Dist No8 Maricopa",4000,Arizona,8,Western Electricity Coordinating Council,WECC
5730,"City of Elberton",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
5742,"Eldridge City Utilities",19000,Iowa,3,Midwest Reliability Organization,MRO
5748,"Electric Energy Inc",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
5760,"City of Elizabeth City - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
5763,"City of Elizabethton - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
5773,"City of Elk River",27000,Minnesota,3,Midwest Reliability Organization,MRO
5777,"City of Elkhorn - (WI)",55000,Wisconsin,5,Reliability First Corporation,RFC
5780,"Elkhorn Rural Public Pwr Dist",31000,Nebraska,7,Southwest Power Pool,SPP
5832,"Elmhurst Mutual Power & Light Co",53000,Washington,8,Western Electricity Coordinating Council,WECC
5841,"City of Ely - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
5860,"Empire District Electric Co",29000,Missouri,7,Southwest Power Pool,SPP
5862,"Empire Electric Assn, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
5880,"Energy Coop of New York, Inc",36000,New York,4,Northeast Power Coordinating Council,NPCC
5905,"Excelsior Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
5929,"Fairfield Electric Coop, Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
5930,"Village of Fairport - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
5935,"Borough of Ephrata - (PA)",42000,Pennsylvania,5,Reliability First Corporation,RFC
5953,"Entergy Solutions, Ltd",48000,Texas,4,Northeast Power Coordinating Council,NPCC
5961,"Town of Erwin - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
5964,"Escambia River Elec Coop, Inc",12000,Florida,6,Southeastern Electric Reliability Council,SERC
5969,"City of Escondido - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
5997,"Town of Estes Park",8000,Colorado,8,Western Electricity Coordinating Council,WECC
5998,"City of Estherville - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
6008,"City of Etowah",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
6019,"City of Eudora - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
6022,"City of Eugene - (OR)",41000,Oregon,8,Western Electricity Coordinating Council,WECC
